"organization","category","description","url","states","view","download","transmit"
"Texas Health Resources","provider","The hospitals of Texas Health Resources are branded as Texas Health Presbyterian, Texas Health Harris Methodist and Texas Health Arlington Memorial.","https://mycare.texashealth.org/MyCare/","TX","y","y","y"
"Texas Tech Physicians Amarillo","provider","","https://www.followmyhealth.com/","","y","y",""
"Texoma Medical Center","hospital","","http://www.texomamedicalcenter.net/patients-and-visitors/patient-information","TX","y","y","y"
"Thayer County Health Services","hospital","","https://www.mymedicalencounters.com/?sub=Static","NE","y","y","y"
"THE BAXLEY AND APPLING COUNTY HOSPITAL AUTHORITY","provider","Since 1951 Appling HealthCare System has been dedicated to providing our patients/residents the highest quality of medical care possible.","https://srvahcsptweb.myahcs.org/PTAccess/","GA","y","y",""
"The Brooklyn Hospital","hospital","","https://www.followmyhealth.com/","","y","y",""
"The Center","provider","","https://www.followmyhealth.com/","","y","y",""
"The Center for Orthopedics","provider","","https://www.followmyhealth.com/","","y","y",""
"The Children's Home of Pittsburgh","hospital","","http://www.childrenshomepgh.org/","PA","y","y",""
"The Children's Hospital of Alabama","hospital","","https://patients.medconnect-inc.com/login.aspx","AL","y","y","y"
"The Columbia Medical Group","provider","","https://www.followmyhealth.com/","","y","y",""
"The Ctr For Urologic Special","provider","","https://www.followmyhealth.com/","","y","y",""
"The Doctor's Office, PC","provider","","https://www.followmyhealth.com/","","y","y",""
"The Good Samaritan Hospital","hospital","","http://www.gshleb.org/Main/patientportal.aspx","PA","y","y","y"
"The Hand Center","provider","","https://www.followmyhealth.com/","","y","y",""
"The HealthCenter","hospital","","https://www.kalispellregional.org/hcnw/","MT","y","y","y"
"The Heart Group","provider","","https://www.followmyhealth.com/","","y","y",""
"The Institute for Family Health","provider","The Institute for Family Health is a mission-driven health organization with a rich history and expert leadership. Since 1983 we have grown from a small non-profit with four staff members to one of the largest community health centers in New York State, serving over 80,000 patients annually at 26 locations.","https://www.mychartmyhealth.org/myc-prod/","NY","y","y",""
"The Kidney &amp; Hypertension Center","provider","","https://www.followmyhealth.com/","","y","y",""
"The Kirk Clinic - Colquitt Reg","provider","","https://www.followmyhealth.com/","","y","y",""
"The Medical Center of Southeast Texas","hospital","","http://www.medicalcentersetexas.com/patients_and_visitors/medical_records/","TX","y","",""
"The MetroHealth System","provider","The MetroHealth System is one of the largest, most comprehensive health care providers in Northeast Ohio, serving the medical needs of the Greater Cleveland community since 1837.\r\n\r\nWe are committed to responding to community needs, improving the health status of our region, and controlling health care costs. As a public healthcare system, we hold as a core value the provision of services to any resident of Cuyahoga County, regardless of ability to pay.\r\n\r\nMore than 400 primary care and specialty care physicians practice within The MetroHealth System.  Every year, MetroHealth Medical Center provides care to more than 28,000 inpatients and delivers about 2,900 newborns. Nearly 900,000 visits are recorded each year in the medical center's outpatient centers, and patient visits to the emergency department exceed 104,000.\r\n\r\nAffiliated with Case Western Reserve University School of Medicine since 1914, MetroHealth is a center for medical research and education, with all active staff physicians holding CWRU faculty appointments. Learn more about research and education.","https://mychart.metrohealth.org/","OH","y","y","y"
"The Neurological Institute","provider","","https://www.followmyhealth.com/","","y","y",""
"The Office of Ruben Boyajian, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"The Orthopedic Center","provider","","https://www.followmyhealth.com/","","y","y",""
"The Pediatric Center","provider","","https://www.followmyhealth.com/","","y","y",""
"THE PETERSBURG MEDICAL CENTER","provider","Excellence in healthcare services and the promotion of wellness in our community","https://www.mymedicalencounters.com/patportal_login.pl?","AK","","",""
"The Resource Center","provider","","https://www.followmyhealth.com/","","y","y",""
"The Skin Wellness Center","provider","","https://www.followmyhealth.com/","","y","y",""
"The Spine and Pain Institute of New York","provider","","https://www.followmyhealth.com/","","y","y",""
"The University of Kansas Hospital","hospital","","http://www.kumed.com/","KS","y","y","y"
"The University of Toledo Medical Center","hospital","","http://uthealth.utoledo.edu/patient-portal/","OH","y","y","y"
"The Villages Regional Hospital","hospital","","http://www.cfhalliance.org/patient-online-health-record.html","FL","y","y","y"
"The William W. Backus Hospital","hospital","","https://www.myhealthportal.org/Phm-PhmPage.HomePage.WR.mthr?hcis=WBAWEB.LIVEF&application=PHM","CT","y","y","y"
"Theda Clark Medical Center","hospital","","https://www.thedacare.org/Medical-Team/MyThedaCare.aspx","WI","y","y","y"
"Thibodaux Regional Medical Center","hospital","","https://myhealth.thibodaux.com/Phm-PhmPage.HomePage.WR.mthr?hcis=TREWEB.LIVEF&application=phm","LA","y","y","y"
"Thomas Jefferson University Hospital","hospital","","https://jeffersonhospital.followmyhealth.com/","PA","","",""
"Thomasville Archdale-Trinity Pediatrics","provider","","https://www.followmyhealth.com/","","y","y",""
"Thorek Memorial Hospital","hospital","","https://myportal.thorek.org/Phm-PhmPage.HomePage.WR.mthr?hcis=THHWEB.LIVEF&application=phm","IL","y","y",""
"Three Rivers Hospital","hospital","","http://www.threerivershospital.net/services/patient-portal/","TN","y","y","y"
"Tift Regional Medical Center","hospital","","http://www.tiftregional.com/MyTiftRegional","GA","y","y","y"
"Tilahun &amp; Sirinian Medical Group","provider","","https://www.followmyhealth.com/","","y","y",""
"Tillamook Regional Medical Center","hospital","","https://www.adventisthealth.org/trmc/pages/patients-and-visitors/medical-records.aspx","OR","y","y",""
"Timothy Maresh MD, Inc","provider","","https://www.followmyhealth.com/","","y","y",""
"Timpanogos Regional Hospital","hospital","","http://timpanogosregionalhospital.com/patients/my-medical-records.dot","UT","y","y","y"
"Tishomingo Doctors Med Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Titusville Area Hospital","hospital","","http://www.titusvillehospital.org/patient-portal","PA","y","y","y"
"TMC Healthcare","hospital","","http://www.tmcaz.com/","AZ","y","y","y"
"Tomah Memorial Hospital","hospital","","http://www.tomahhospital.org/patients-guests/registration","WI","y","y","y"
"Tomball Regional Medical Center","hospital","","http://www.tomballregionalmedicalcenter.com/","TX","y","y","y"
"Tony Mills, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Toppenish Community Hospital","hospital","","https://toppenishhospital.myhealthhome.com/","WA","y","",""
"Total Health Medical Center","provider","","https://www.followmyhealth.com/","","y","y",""
"Touchette Regional Hospitals","hospital","","https://9559-2.portal.athenahealth.com/","IL","y","y","y"
"Touro Infirmary","hospital","","http://remote.touro.com/","LA","y","y","y"
"Trego County-Lemke Memorial Hospital","hospital","","https://nomoreclipboard.com/nmc.cgi?svar_cobrand_patid=606700","KS","y","",""
"Tri-City Surgical Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Tri-County Hospital","hospital","","http://www.tchc.org/patients-medical-records.aspx","MN","y","y","y"
"Triangle Urological Group","provider","","https://www.followmyhealth.com/","","y","y",""
"Triangle Urology Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Trident Medical Center","hospital","","http://tridenthealthsystem.com/patient-portal/index.dot","SC","y","y","y"
"Trigg County Hospital","hospital","","http://www.trigghospital.org/getpage.php?name=research&sub=For+Patients","KY","y","y","y"
"Trihealth","provider","TriHealth provides a wide range of clinical, educational, preventive and social programs. TriHealth's non-hospital services include physician practice management, fitness centers and fitness center management, occupational health centers, home health and hospice care.","https://mychart.trihealth.com/mychart/","OH","y","y",""
"Trinity Health","hospital","","http://www.trinityhealth.org/patient-portal","ND","y","y",""
"Trinity Health System","hospital","","http://www.trinityhealth.com/my-trinity-health/","OH","y","y","y"
"Trinity Mother Frances","provider","For more than 75 years we have provided compassionate and comprehensive health care services to East Texans.","https://mychart.tmfhs.org","TX","y","",""
"Trinity Muscatine","provider","","https://www.followmyhealth.com/","","y","y",""
"Trios Health","hospital","","http://www.trioshealth.org/for-patients-visitors/patient-visitor-info/patient-resources/default.aspx","WA","y","y","y"
"Tristar Centennial Medical Center","hospital","","http://tristarcentennial.com/patients-visitors/patient-center/","TN","y","y",""
"Tristar Centennial Medical Center at Ashland City","hospital","","http://tristarcentennial.com/myhealthone/index.dot","TN","y","y",""
"TriStar Greenview Regional Hospital","hospital","","http://tristargreenviewregional.com/myhealthone/","KY","y","y",""
"TriStar Hendersonville Medical Center","hospital","","http://tristarhendersonville.com/patients-visitors/","TN","y","y",""
"TriStar Horizon Medical Center","hospital","","http://tristarhorizon.com/myhealthone/","TN","y","y","y"
"TriStar Skyline Madison Campus","hospital","","http://tristarskylinemadison.com/patients-visitors/medical-release-form.dot","TN","y","y","y"
"TriStar Skyline Medical Center","hospital","","http://tristarskyline.com/myhealthone/index.dot","TN","y","y",""
"TriStar Southern Hills Medical Center","hospital","","http://tristarsouthernhills.com/myhealthone/index.dot","TN","y","y","y"
"TriStar StoneCrest Medical Center","hospital","","http://tristarstonecrest.com/patients-visitors/patient-center/","TN","y","y","y"
"TriStar Summit Medical Center","hospital","","http://tristarsummit.com/patients-visitors/patient-center/","TN","y","","y"
"Troy Community Hospital","hospital","","https://www.guthrie.org/patients","PA","y","y","y"
"Truman Medical Center-Hospital Hill","hospital","","https://trumed.org/patients-visitors/my-truhealth","MO","y","y",""
"Truman Medical Center-Lakewood","hospital","","http://www.trumed.org/patients-visitors/my-truhealth","MO","y","y",""
"TTO","provider","","https://www.followmyhealth.com/","","y","y",""
"Tuality Healthcare","hospital","","http://www.tuality.org/home/index.php/patient_and_visitor_services/tuality_myhealth/","OR","y","y","y"
"Tucson Medical Center","provider","Tucson Medical Center, licensed at 607 beds, has been Tucson’s locally governed nonprofit regional hospital for 70 years. TMC is Southern Arizona’s leading provider for emergency care and pediatric care (including Tucson’s first Pediatric Emergency Department), with top-notch intensive care units for adults, children and newborns. Other specialty areas include women’s, maternity, cardiovascular, orthopaedic, neuroscience, hospice, imaging and senior services","https://mychart.tmcaz.com/tmc-v782/","AZ","y","y","y"
"Tucson Ortho","provider","","https://www.followmyhealth.com/","","y","y",""
"Tufts Medical Center","hospital","","https://www.tuftsmedicalcenter.org/patient-care-services/Patient-and-Family-Services/Medical-Records.aspx","MA","y","y","y"
"Tulane Medical Center","hospital","","http://www.tulanehealthcare.com/patient-portal/portals.dot","LA","y","y",""
"Tuomey Healthcare System","hospital","","https://tuomey.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","SC","y","y","y"
"Tuscarawas County Medical","provider","","https://www.followmyhealth.com/","","y","y",""
"Twin Cities Community Hospital","hospital","","http://www.twincitieshospital.com/en-US/ourServices/hospitalServices/Pages/default.aspx","CA","y","y",""
"Twin Cities Hospital","hospital","","http://tchospital.com/patient-portal/index.dot","FL","y","y","y"
"Twin County Regional Hospital","hospital","","http://www.tcrh.org/patients_visitors/patient_portal_-_physician_practices.aspx","VA","y","",""
"Twin Lakes Regional Medical Center","hospital","","https://www.nomoreclipboard.com/notice","KY","y","y","y"
"Twin Rivers Regional Medical Center","hospital","","http://www.twinriversregional.com/","MO","","",""
"Tyler County Hospital","hospital","","http://www.tchospital.us/","TX","","",""
"Tyler Holmes Memorial Hospital","hospital","","http://www.thmh.org/#!contact","MS","y","y","y"
"Tyrone Hospital","hospital","","http://www.tyronehospital.org/","PA","","",""
"UAB Huntsville","provider","","https://www.followmyhealth.com/","","y","y",""
"UAMS Medical Center","hospital","","http://www.uamshealth.com/MedicalRecords","AR","y","y","y"
"UC Davis Health System","provider","UC Davis Health System is improving lives and transforming health care by providing excellent patient care, conducting groundbreaking research, fostering innovative, interprofessional education, and creating dynamic, productive partnerships with the community.","https://mychart.ucdavis.edu","CA","y","",""
"UC Irvine Health","provider","","https://www.followmyhealth.com/","","y","y",""
"UC Irvine Medical Center","hospital","","http://www.ucirvinehealth.org/followmyhealth/","CA","y","y","y"
"UC San Diego Health","provider","UC San Diego Health, along with UC San Diego School of Medicine and Skaggs School of Pharmacy and Pharmaceutical Sciences comprise UC San Diego Health Sciences, which over the past four decades has gained international recognition as a place where discoveries are delivered – bringing breakthroughs from the research lab bench to patients’ bedsides.","https://myucsdchart.ucsd.edu/","CA","y","y","y"
"UC San Francisco Medical Center","provider","UCSF Medical Center is recognized throughout the world for innovative patient care, advanced technology and pioneering research. We are one of the nation's top 10 hospitals, according to an annual survey by U.S. News & World Report. For more than a century, we have offered the highest quality medical treatment.","https://ucsfmychart.ucsfmedicalcenter.org/","CA","y","",""
"UCLA Health","provider","For more than half a century, UCLA Health has provided the best in healthcare and the latest in medical technology to the people of Los Angeles and throughout the world.\n\nComprised of Ronald Reagan UCLA Medical Center, UCLA Medical Center, Santa Monica, Resnick Neuropsychiatric Hospital at UCLA, Mattel Children's Hospital UCLA, and the UCLA Medical Group with its wide-reaching system of primary-care and specialty-care offices throughout the region, UCLA Health is among the most comprehensive and advanced healthcare systems in the world.\n\nOur physicians are world leaders in the diagnosis and treatment of complex illnesses, and our hospitals are among the best in the country. Consistently ranked one of the top three hospitals in the nation and the best in the western United States by U.S. News & World Report, UCLA Health is at the cutting edge of biomedical research, and our doctors and scientists are leaders in performing pioneering work across an astounding range of disciplines, from organ transplantation and cardiac surgery to neurosurgery and cancer treatment, and bringing the latest discoveries to virtually every field of medicine.","https://my.uclahealth.org/","CA","y","y","y"
"UCSF Medical Center","hospital","","https://www.ucsfhealth.org/ucsfmychart/","CA","y","y","y"
"UF Health Jacksonville","hospital","","https://ufhealth.org/myufhealth-login","FL","y","y",""
"UF Health Shands Hospital","hospital","","https://ufhealth.org/patient-care","FL","y","y","y"
"UH Regional Hospitals","hospital","","http://www.uhhospitals.org/myuhcare/","OH","y","y","y"
"UHA (University Health Alliance)","insurance","One of Hawaii's leading health insurers, UHA provides medical, drug, and vision plans to Hawaii employer groups.","https://portal.uhahealth.com/Member/Account/LogOn","HI","y","",""
"Uintah Basin Medical Center","hospital","","http://www.ubmc.org/","UT","y","y",""
"UMass Memorial Medical Center","hospital","","http://www.umassmemorialhealthcare.org/","MA","y","y","y"
"UMSP (UPC-Elk., Cardio, Endo, ENT, Pulm, &amp; Uro)","provider","","https://www.followmyhealth.com/","","y","y",""
"Unicoi County Memorial Hospital","hospital","","https://asp.scheduling.com/portals02/mshtn0400/consumer.jsp","TN","y","y","y"
"Union Behavioral Health","provider","","https://www.followmyhealth.com/","","y","y",""
"Union County General Hospital","hospital","","http://ucghc.com/page92.html","NM","y","y","y"
"Union General Hospital","hospital","","http://www.uniongen.org/patient_info.html","LA","y","y",""
"Union GI &amp; CGS","provider","","https://www.followmyhealth.com/","","y","y",""
"Union Gynecology","provider","","https://www.followmyhealth.com/","","y","y",""
"Union Hospital","hospital","","https://patientportal.uhcc.com/Phm-PhmPage.HomePage.WR.mthr?application=phm&hcis=UNH.LIVEF","IN","y","",""
"Union Hospital Barber","hospital","","https://www.followmyhealth.com/","","y","y",""
"Union Neurology","provider","","https://www.followmyhealth.com/","","y","y",""
"United Health Military West","insurance","UnitedHealthcare Military & Veterans, a UnitedHealthcare business, draws on the unmatched experience and expertise of the UnitedHealth Group family of companies to provide affordable, high-quality health care to active duty military, retirees, and their families.","https://www.uhcmilitarywest.com/uhcmw/portal/beneficiary/overview/","","y","",""
"United Hospital","hospital","","http://www.allinahealth.org/Customer-Service/Medical-records/MyChart/","MN","y","y","y"
"United Hospital Center","hospital","","https://www.uhcchart.com/","WV","y","y","y"
"United Hospital District","hospital","","http://www.allinahealth.org/Customer-Service/Medical-records/MyChart/","MN","y","y",""
"United Hospital System, St. Catherine's Medical Center Campus","hospital","","http://www.unitedhospitalsystem.org/ContactUs/","WI","y","y","y"
"United Medical Center","hospital","","https://myhealth.united-medicalcenter.com/","DC","y","y","y"
"United Memorial Medical Center","hospital","","http://ummc.org/patient-portal/","NY","y","y","y"
"United Regional","provider","","https://www.followmyhealth.com/","","y","y",""
"United Regional Health Care System","hospital","","https://myunitedregionalhealth.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","TX","y","","y"
"United Regional Medical Center","hospital","","https://myunitedregionalhealth.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","TN","y","y","y"
"UnitedHealth BiolQ","lab","Working with CLIA certified labs, BioIQ has developed modern diagnostic tests to detect the most common disease conditions in the United States.","https://uhc.bioiq.com/login","MN","y","",""
"UnitedHealthcare","insurance","UnitedHealthcare is an operating division of UnitedHealth Group, the largest single health carrier in the United States.","https://www.myuhc.com/member/prewelcome.do?currentLanguageFromPreCheck=en","MN","y","y",""
"Unity Healthcare LLC","provider","","https://www.followmyhealth.com/","","y","y",""
"Unity Hospital","hospital","","http://www.allinahealth.org/Customer-Service/Medical-records/MyChart/","MN","y","y","y"
"UnityPoint Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"UnityPoint Health","provider","UnityPoint Health has a vision for health care, and it starts with you: ""Best outcome for every patient every time.""","https://www.unitypoint.org/myunitypoint.aspx","IA","y","y",""
"UnityPoint Health - Allen Hospital","hospital","","https://www.chart.myunitypoint.org/mychart/","IA","y","y",""
"UnityPoint Health - Des Moines","hospital","","https://www.chart.myunitypoint.org/mychart/","IA","y","",""
"UnityPoint Health - Finley Hospital","hospital","","https://www.unitypoint.org/dubuque/patients-pre-registration.aspx","IA","y","y",""
"UnityPoint Health - Iowa Methodist Medical Center","hospital","","https://www.unitypoint.org/desmoines/patients.aspx","IA","y","",""
"UnityPoint Health - Methodist","hospital","","http://www.unitypoint.org/peoria/patient-records.aspx","IL","y","y",""
"UnityPoint Health - St. Luke's","hospital","","https://www.unitypoint.org/siouxcity/medical-records.aspx","IA","y","y","y"
"UnityPoint Health - St. Luke's Hospital","hospital","","https://chart.myunitypoint.org/mychart/","IA","y","y",""
"UnityPoint Health - Trinity Bettendorf","hospital","","https://www.unitypoint.org/quadcities/patients.aspx","IA","y","y",""
"UnityPoint Health - Trinity Muscatine","hospital","","https://www.chart.myunitypoint.org/","IA","y","y","y"
"UnityPoint Health - Trinity Regional Medical Center","hospital","","https://www.unitypoint.org/fortdodge/medical-records.aspx","IA","y","y","y"
"UnityPoint Health - Trinity Rock Island","hospital","","https://www.unitypoint.org/quadcities/trinity-rock-island.aspx","IL","y","y",""
"University Health Conway","hospital","","http://www.uhsystem.com/Conway/medical-records","LA","y","",""
"UNIVERSITY HEALTH SERVICES, INC.","provider","The mission of University Health Care System is to provide health care services which help the citizens of our communities achieve and maintain optimal health.","https://www.uhmychart.org/","GA","y","",""
"University Health Shreveport","hospital","","https://mychart.uhsystem.com/mychart/","LA","y","y","y"
"University Health System","provider","","https://www.followmyhealth.com/","","y","y",""
"University Hospital","hospital","","https://mychart.uhnj.org/MyChart-PRD/","GA","y","y",""
"University Hospital and Medical Center","hospital","","http://uhmchealth.com/patient-portal/index.dot","FL","y","y","y"
"University Hospital & Medical Center","provider","We treat the most important health concerns - yours. We provide healthcare services designed to meet your needs at every stage of your life.","http://uhmchealth.com/patient-portal/index.dot","FL","y","y",""
"University Hospitals","hospital","","https://www.followmyhealth.com/","","y","y",""
"University Hospitals Ahuja Medical Center","hospital","","http://www.uhhospitals.org/ahuja/patients-and-visitors/billing-insurance-and-medical-records/medical-records","OH","y","y","y"
"University Hospitals Case Medical Center","hospital","","http://www.uhhospitals.org/case/patients-and-visitors","OH","y","y","y"
"University Hospitals Conneaut Medical Center","hospital","","https://uhhospitals.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Options","OH","y","y","y"
"University Hospitals Elyria Medical Center","hospital","","https://emh-healthcare.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","OH","y","y","y"
"University Hospitals Geauga Medical Center","hospital","","http://www.uhhospitals.org/myuhcare/","OH","y","y","y"
"University Hospitals Geneva Medical Center","hospital","","http://www.uhhospitals.org/myuhcare/","OH","y","y","y"
"University Hospitals - Hospital Services","hospital","","https://www.followmyhealth.com/","","y","y",""
"University Hospitals Parma Medical Center","hospital","","https://myuhcareparma.org/Phm-PhmPage.HomePage.WR.mthr?application=phm&hcis=PCG.LIVEF","OH","y","y","y"
"University Hospitals - Physician Office","hospital","","https://www.followmyhealth.com/","","y","y",""
"University Medical Center","hospital","","http://www.uhhospitals.org/myuhcare/my-personal-health-record","NV","","",""
"University Medical Center at Brackenridge","hospital","","http://www.seton.net/log-in/","TX","y","y",""
"University of Alabama Hospital","hospital","","http://www.uabmedicine.org/me","AL","y","y","y"
"University of Arizona Medical Center - University Campus","hospital","","https://www.uahealth.com/locations/tucson-campus","AZ","y","y",""
"University of Arkansas for Medical Sciences","provider","The University of Arkansas for Medical Sciences (UAMS) is Arkansas' only comprehensive academic health center with outreach programs operating in every county and a regional campus in Northwest Arkansas.","https://mychart.uamshealth.com/","AR","y","",""
"University of California, Davis Medical Center","hospital","","https://mychart.ucdavis.edu/mychart/default.asp","CA","y","y","y"
"University of Chicago Medical Center","hospital","","http://www.uchospitals.edu/visitor/for-patients/records.html","IL","y","y","y"
"University of Cincinnati Medical Center","hospital","","https://my.uchealth.com/myuchealth/","OH","y","y","y"
"University of Colorado Hospital","hospital","","https://www.uchealth.org/metrodenver/Pages/default.aspx","CO","y","y","y"
"University of Connecticut Health Center, John Dempsey Hospital","hospital","","http://www.uchc.edu/patients/myuconnhealth/","CT","y","y","y"
"University of Iowa Hospitals and Clinics","hospital","","https://mychart.uihealthcare.com/mychart/","IA","y","y","y"
"University of Kentucky Albert B. Chandler Hospital","hospital","","http://ukhealthcare.uky.edu/patients/portal/","KY","y","y","y"
"University of Louisville Hospital","hospital","","https://shell.myonecarechart.com/Signin.aspx?targetqs=%3fappid%3d9358db60-71d2-4a7b-a0ce-9e51d3d657c1%26lcid%3d1033%26shelltheme%3dkyone%26redirect%3dhttps%253a%252f%252fkyone.myonecarechart.com%252fRedirect.aspx%26aib%3dtrue%26trm%3dpost","KY","y","y","y"
"University of Maryland Baltimore Washington Medical Center","hospital","","http://www.mybwmc.org/","MD","y","y","y"
"University of Maryland Charles Regional Medical Center","hospital","","https://www.charlesregional.org/patients-visitors/patient-portal.cfm","MD","y","y","y"
"University of Maryland Shore Medical Center at Chestertown","hospital","","http://umshoreregional.org/patients/my-portfolio","MD","y","y","y"
"University of Maryland Shore Medical Center at Dorchester","hospital","","http://umshoreregional.org/patients/my-portfolio","MD","y","y","y"
"University of Maryland Shore Medical Center at Easton","hospital","","http://umshoreregional.org/patients","MD","y","y","y"
"University of Maryland St. Joseph Medical Center","hospital","","http://www.stjosephtowson.com/patients.aspx","MD","y","y",""
"University of Michigan Hospitals and Health Centers","hospital","","https://www.myuofmhealth.org/MyChart-PRD/","MI","y","y","y"
"University of Minnesota Medical Center, Fairview","hospital","","http://www.fairview.org/MyChart/index.htm","MN","y","y","y"
"University of Missouri Hospitals and Clinics","hospital","","http://www.muhealth.org/patient/medical-records/","MO","y","y","y"
"University of New Mexico Hospitals","hospital","","http://univserv.unm.edu/us-depts/records.html","NM","y","y",""
"University of North Carolina Hospitals","provider","","http://www.unchealthcare.org","NC","y","y","y"
"University of Southern California-Norris Cancer Hospital","hospital","","http://uscnorriscancer.usc.edu/patient_care/","CA","y","y","y"
"University of Tennessee Medical Center","hospital","","https://www.utmedicalcenter.org/your-health/iqhealth/","TN","y","y","y"
"University of Texas Health Science Center at Tyler","hospital","","https://www.uthealth.org/","TX","y","y","y"
"University of Texas M.D. Anderson Cancer Center","hospital","","https://my.mdanderson.org/members/","TX","y","",""
"University of Texas Medical Branch Hospitals","hospital","","http://www.utmbhealth.com/oth/Page.asp?PageID=OTH000127","TX","y","y","y"
"University of Utah Health Care - Hospital and Clinics","hospital","","https://mychart.med.utah.edu/mychart/default.asp","UT","y","y",""
"University of Utah Medical","provider","Since University Hospital in Salt Lake City, Utah opened its doors in 1965, we’ve grown from a single hospital to an extensive health care system that includes four hospitals and 10 neighborhood health centers staffed by 1,000 board-certified University of Utah physicians trained in 200 medical specialties.","https://mychart.med.utah.edu","UT","y","",""
"University of Virgina Health System","provider","The UVA Medical Center includes the hospital, trauma center and primary and specialty care locations throughout Central Virginia.","https://mychart.healthsystem.virginia.edu/mychart/","VA","y","",""
"University of Virginia Medical Center","hospital","","https://mychart.healthsystem.virginia.edu/mychart/","VA","y","y",""
"University of Washington Medical Center","provider","​​​​​University of Washington Medical Center is one of the nation's leading academic medical centers, which provides highly specialized medical care in areas such as cardiology, high-risk pregnancy and neonatal intensive care, oncology, orthopaedics and organ transplantation. Patients travel from across Washington, Wyoming, Alaska, Montana and Idaho for these specialized services.","https://ecare.uwmedicine.org/MyChart/","WA","y","",""
"University Pediatrics","provider","","https://www.followmyhealth.com/","","y","y",""
"UPC NE &amp; Perryville","provider","","https://www.followmyhealth.com/","","y","y",""
"Upland Hills Health","hospital","","http://www.uplandhillshealth.org/patient-visitors/patient-resources/","WI","y","y","y"
"UPMC Altoona","hospital","","http://www.altoonaregional.org/","PA","y","y","y"
"UPMC Bedford Memorial","hospital","","https://myupmc.upmc.com/","PA","y","",""
"UPMC Hamot","hospital","","https://myupmc.upmc.com/","PA","y","y","y"
"UPMC Health Plan (University of Pittsburgh Medical Center)","insurance","UPMC Health Plan is owned by the University of Pittsburgh Medical Center (UPMC), one of the nation's top-ranked health systems. As part of an integrated health care delivery system, UPMC Health Plan partners with UPMC and community network providers to improve clinical outcomes as well as the health of the greater community.","http://www.upmchealthplan.com/whylogin/","","y","",""
"UPMC Horizon","hospital","","https://myupmc.upmc.com/","PA","y","",""
"UPMC McKeesport","hospital","","http://www.upmc.com/locations/hospitals/mckeesport/patients-visitors/Pages/medical-records.aspx","PA","y","y",""
"UPMC Northwest","hospital","","https://myupmc.upmc.com/","PA","y","y",""
"UPMC Passavant","hospital","","http://www.upmc.com/locations/hospitals/passavant/Pages/default.aspx","PA","y","y",""
"UPMC Presbyterian Shadyside","hospital","","http://www.upmc.com/Pages/default.aspx","PA","y","y","y"
"UPMC St. Margaret","hospital","","https://myupmc.upmc.com/","PA","y","y",""
"Upper Connecticut Valley Hospital","hospital","","http://www.ucvh.org/","NH","y","y","y"
"Upper Valley Family Care","provider","","https://www.followmyhealth.com/","","y","y",""
"Upper Valley Medical Center","hospital","","https://www.uvmc.com/Patient-and-Visitor-Information/Medical-Records/","OH","y","y",""
"UPS Alpine Family Medicine","provider","","https://www.followmyhealth.com/","","y","y",""
"UPS Cross Street Family Practice","provider","","https://www.followmyhealth.com/","","y","y",""
"Uro-Surgery, Inc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Urological Associates of Western Colorado","provider","","https://www.followmyhealth.com/","","y","y",""
"Urology Assoc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Urology Associates of Central California","provider","","https://www.followmyhealth.com/","","y","y",""
"Urology Associates Of North Texas","provider","","https://www.followmyhealth.com/","","y","y",""
"Urology Associates PC","provider","","https://www.followmyhealth.com/","","y","y",""
"Urology Care, Inc.","provider","","https://www.followmyhealth.com/","","y","y",""
"UroPartners","provider","","https://www.followmyhealth.com/","","y","y",""
"US Bariatric","provider","","https://www.followmyhealth.com/","","y","y",""
"US Department of Veterans Affairs","provider","My HealtheVet is VA’s online personal health record. It's designed for Veterans, active duty service members, their dependents and caregivers. My HealtheVet helps you partner with your health care team. It provides you opportunities and tools to make informed decisions and manage your health care.","https://www.myhealth.va.gov/","DC","y","y",""
"US Department of Veterans Affairs (Insurance)","insurance","My HealtheVet is VA’s online personal health record. It's designed for Veterans, active duty service members, their dependents and caregivers. My HealtheVet helps you partner with your health care team. It provides you opportunities and tools to make informed decisions and manage your health care.","https://www.myhealth.va.gov/","DC","y","y",""
"USC Verdugo Hills Hospital","hospital","","http://myuscchart.keckmedicine.org/","CA","y","y","y"
"USMD Hospital at Arlington","hospital","","http://www.usmdarlington.com/","TX","","",""
"UTP","provider","","https://www.followmyhealth.com/","","y","y",""
"Uvalde County Hospital Authority","hospital","","http://www.umhtx.org/patient/uhealth-patient-portal/","TX","y","y","y"
"UVNN","provider","","https://www.followmyhealth.com/","","y","y",""
